ADRB3	152	81	0.289421267	0	0.155369273
ADRBK1	153	890	2.857964701	175	0.005360866
ADRBK2	154	932	3.72951964	6	0.043567451
ADSL	155	858	2.783648085	28	0.064162754
ADSS	156	942	3.636938923	25	0.047241784
AP2A1	157	887	3.144696455	39	0.010255026
AP2A2	158	946	4.519818908	37	0.01461039
AP1B1	159	662	1.851382202	52	0.02308627
AP2B1	160	946	3.835574201	58	0.001520219
AP1G1	161	946	3.82132709	37	0.013650546
AEBP1	162	920	3.378994807	2	0.093331696
AES	163	946	5.181683352	28	0.007354718
CRISP1	164	9	0.042950398	0	0.300824021
AFG3L1P	169	945	4.155271776	0	-
AFM	170	10	0.054795469	0	0.341690188
AFP	171	26	0.124807477	9	0.341689879
AGA	172	899	2.724774447	2	0.23426259
ACAN	173	915	2.914310559	24	0.279196316
AGER	174	946	4.5472256	12	0.275351014
AGL	175	946	3.700083366	24	0.063846394
AGRP	178	885	2.590179355	0	0.215418665
JAG1	179	766	2.173055977	14	0.028111707
AGT	180	946	5.360524925	21	0.23261332
AGTR1	182	19	0.094169443	0	0.057913931
AGTR2	183	14	0.071068479	0	0.103705486
APLNR	184	946	3.803196043	1	0.048734653
AGXT	186	547	1.600474442	5	0.112724976
NR0B1	187	795	2.316132506	17	0.239918672
AHCY	188	946	4.413420614	42	0.02753005
AHR	193	693	1.994168574	43	0.254724472
AHSG	194	492	1.335596043	13	0.481766124
AIF1	196	901	3.194750753	4	0.162950729
AIM1	199	181	0.621600125	1	0.223750653
AK1	200	946	4.002971579	9	0.075986232
AK2	201	946	3.851882047	26	0.044135325
AK3L1	202	946	4.238405992	0	-
AKT1	204	700	1.812624944	263	0.009463028
AKT2	205	946	4.39807932	49	0.013452237
ALAD	207	877	2.741431847	18	0.131939762
ALAS1	208	756	2.383354985	16	0.083150548
ALAS2	209	548	1.605996128	3	0.123417722
ALB	210	283	0.968442413	162	0.212189616
ALCAM	211	946	5.293523286	3	0.086597452
ABCD1	212	159	0.488020969	13	0.079122504
ALDH1A1	213	944	4.050641119	5	0.134163645
ALDH2	214	946	5.516413243	20	0.027900646
ALDH3A1	215	164	0.577791175	3	0.104521147
ALDH1B1	216	914	2.784740058	8	0.037919684
ALDH1A3	217	782	2.308308492	1	0.043406179
ALDH3B1	218	607	1.662557782	3	0.076189595
ALDH3B2	219	98	0.378603451	0	0.082997639
ALDH9A1	220	938	3.627509488	8	0.108964582
ALDH3A2	221	946	4.083472196	7	0.140665796
ABCD2	222	931	3.35781011	4	0.065967671
ALDOA	223	946	5.400929055	40	0.075931232
ALDOB	226	55	0.221753989	16	0.056305138
ALDOC	227	946	5.196176323	17	0.025419664
AKR1B1	228	930	3.727578875	16	0.107782673
ALK	235	871	2.973776684	56	0.103503185
ALOX12	236	5	0.022395063	7	0.16870915
ALOX5	237	560	1.687708672	8	0.042927334
ALOX5AP	238	899	3.011322686	2	0.059322034
ALOX12B	239	403	1.15045806	4	0.087527895
ALOX12P2	242	516	1.425645024	0	-
ALOX15	243	26	0.119696919	1	0.219794512
ALOX15B	244	903	2.798024313	3	0.18030303
ALPI	245	57	0.205396495	5	0.151374207
ALPL	246	580	1.552289979	6	0.061520164
ALPP	247	941	3.316890864	20	0.163581843
ALPPL2	248	943	4.180642395	4	0.169700841
ALX3	254	942	4.569793329	0	0.087916755
AMBN	255	144	0.601342962	2	0.535009398
AMBP	256	15	0.071557082	13	0.166913355
AMD1	259	946	5.514745028	1	0.059449312
AMELX	262	13	0.069320523	0	0.53803681
AMELY	263	88	0.317072433	0	0.724018476
AMFR	264	945	4.008423254	78	0.056076715
AMH	265	526	1.365479518	7	0.136734391
AMHR2	266	150	0.486469683	4	0.293501048
AMPD1	267	4	0.019283516	7	0.071198064
AMPD2	268	840	2.71080778	5	0.017851647
AMPD3	269	924	3.33706195	2	0.040992449
AMPH	270	887	3.664356983	46	0.157751938
BIN1	271	946	5.153945331	51	0.042328042
AMT	272	938	3.275568746	0	0.116742693
AMY1B	274	937	3.969347867	0	0.176406759
AMY2A	276	922	3.89546831	3	0.174962791
ANG	280	540	1.445827649	9	0.378357236
ANGPT1	281	819	2.323312941	4	0.03026417
ANGPT2	282	836	2.30341966	8	0.070137694
ANK1	283	911	3.456768632	20	0.071700411
ANK2	284	946	4.360023896	27	0.080751003
ANK3	285	946	4.956490711	22	0.051368292
ANPEP	287	37	0.15041596	3	0.126198224
SLC25A4	288	946	4.501571127	34	0.048568747
SLC25A5	289	946	4.852315734	198	0.026574803
SLC25A6	290	946	4.066782602	71	-
ANXA1	298	880	3.293850663	53	0.122721035
ANXA2	299	946	4.022582141	69	0.021069128
ANXA2P1	300	642	1.875601021	0	-
ANXA2P3	302	250	0.806536088	0	-
ANXA3	303	847	2.528445235	14	0.081419017
ANXA4	304	896	2.988082007	15	0.058616468
ANXA5	305	946	4.439526056	33	0.0657277
ANXA6	306	943	4.2362384	25	0.053690002
ANXA7	307	936	3.671511855	108	0.07905297
ANXA11	308	944	4.287553475	22	0.079335362
ANXA13	309	18	0.076044515	3	0.177846154
AOAH	310	212	0.661902357	0	0.291609354
AOC2	311	675	1.772316696	0	0.260004373
AOX1	313	282	0.91125405	5	0.206810111
APAF1	314	909	2.969962354	19	0.143995098
NUDT2	315	866	3.089114633	1	0.271287129
APOF	316	6	0.026641596	2	0.425022052
APBA1	317	852	2.533943063	24	0.05265724
APBA2	318	907	3.613362061	15	0.048560938
APBB1	319	939	4.104353151	62	0.06829395
APBB2	320	946	3.851103666	5	0.073322573
APC	321	945	3.687428363	133	0.090372907
APCS	322	761	2.159685618	17	0.29706892
AIRE	323	833	2.213728187	60	0.208245595
APEH	324	945	4.242501516	32	0.106183789
APEX1	325	930	3.350688924	91	0.042010269
BIRC2	326	946	3.707637261	91	0.143575516
BIRC3	327	681	2.002937012	64	0.184466019
XIAP	328	945	3.968587364	95	0.155952381
BIRC5	329	168	0.500915448	0	0.102977116
APLP1	330	945	4.114654447	56	0.109942815
APLP2	331	946	5.447587794	35	0.084158416
APOA1	332	943	3.362287664	74	0.223801443
APOA2	333	13	0.058079255	15	0.471543382
APOA4	334	195	0.621365344	2	0.151033881
APOB	335	13	0.062333704	29	0.360511743
APOBEC1	336	9	0.035712108	7	0.316810345
APOC1	338	939	4.22977683	5	0.233719893
AQP8	340	193	0.622552093	0	0.20029222
APOC4	341	928	3.330275344	1	0.234293529
APOC3	342	20	0.088829238	5	0.443485477
APOC4	343	179	0.622301751	1	0.234293529
APOD	344	941	3.681994849	12	0.332581149
APOE	345	946	4.979673328	59	0.147483628
APOH	347	7	0.034648803	16	0.22118607
APP	348	946	5.45001915	1343	0.041488311
APRT	350	946	4.451654273	18	0.096284153
KLK3	351	762	2.192240666	14	0.385661434
FAS	352	792	2.199824098	68	0.462842947
FASLG	353	11	0.049852159	86	0.323322016
SHROOM2	354	753	2.367193771	6	0.160418261
AQP1	355	946	4.450475405	8	0.047921558
AQP2	356	944	4.230054163	5	0.110663247
AQP3	357	114	0.4372752	2	0.036801242
AQP4	358	944	4.27134083	6	0.077475195
AQP5	359	930	3.052424289	3	0.059869152
AQP6	360	307	1.019452501	0	0.214720531
AQP7	361	464	1.266587974	0	0.27296742
AQP9	363	474	1.465451349	1	0.282051282
AR	364	905	3.274176288	241	0.144986108
ABCC6	365	779	2.162178583	6	0.152944208
ARAF	366	487	1.234594637	43	0.049201554
ARCN1	369	946	3.884339785	28	0.013939394
TRIM23	370	941	3.615679986	52	0.033464567
AREG	371	291	0.902053533	0	0.246207865
ARF1	372	946	4.42891746	61	0
ARF3	374	946	4.511992077	21	0
ARF4	375	944	4.346011638	18	0.065934066
ARL4D	376	744	2.200880923	21	0.027651808
ARF5	378	937	4.225152104	13	0
ARF6	379	640	1.765710204	157	0
ARG1	380	320	0.929022281	11	0.122179239
ARG2	381	946	4.516092452	2	0.212925852
RHOA	384	946	4.956982988	131	0.168017288
RHOB	385	945	3.689400631	33	0
RHOC	386	946	4.838008989	19	0
RND3	387	833	2.819543983	16	0.001034929
RHOG	388	946	5.758177759	19	0
ARHGAP1	389	946	4.421074206	26	0.027198269
ARHGAP4	390	943	3.503602887	4	0.112192027
ARHGAP5	391	946	4.466421339	10	0.039140199
ARHGAP6	392	453	1.306708265	1	0.170327304
ARHGDIA	393	946	3.567997751	66	0.008931609
ARHGDIB	394	942	4.040092158	20	0.07802129
ARHGDIG	395	932	4.175925702	4	0.128002464
RHOH	396	9	0.034226527	11	0.032949226
ARL1	397	946	4.604679981	20	0.011690437
PHOX2A	398	946	5.846926025	7	0.010452962
ARL2	399	946	4.33114766	10	0.027149321
ARL3	400	946	4.99620037	16	0.014612575
ARNT	402	879	2.727998702	46	0.126388472
ARNTL	403	919	3.533146954	22	0.019211066
ARR3	404	8	0.03378843	28	0.238118812
ARRB1	405	944	3.741928362	209	0.010498688
ARRB2	406	946	3.829193011	264	0.026620158
ARSA	407	816	2.438229279	7	0.120063648
ARSB	408	847	2.466321769	6	0.220374898
STS	409	869	2.748802529	1	-
ARSD	411	426	1.23784934	0	-
ARSE	412	436	1.18898152	4	-
ARSF	413	684	1.85345262	2	-
ART1	414	11	0.050043235	0	0.145334331
ART3	416	587	1.678678	1	0.389706661
ART4	417	10	0.044519033	0	0.324528302
ARVCF	418	786	2.329218899	6	0.062115357
ASAH1	424	940	3.78077942	9	0.235373235
ASCL1	426	693	2.045712021	0	0.055913286
ASCL2	427	624	1.998852106	0	0.172829844
ASGR1	429	935	3.439869684	15	0.116697771
ASGR2	430	578	1.661213145	8	0.328034885
ASIP	431	422	1.3146276	0	0.175063537
ASL	432	863	2.746777492	14	-
ASMT	435	16	0.064165996	0	0.005045805
ASNA1	436	861	3.050329565	27	0.001429422
ASNS	437	946	5.205399538	33	0.051727131
ASPA	440	911	3.23589223	9	0.130559816
ASPH	441	946	3.822337041	4	0.159120521
ASS1	442	869	2.61357466	36	0.024471299
ASTN1	457	946	4.052120481	1	0.021462106
SERPINC1	459	84	0.294579011	7	0.11427103
ATBF1	460	945	3.668550136	0	-
ATF1	463	801	2.538066139	23	0.076669716
ATF3	464	869	2.961959226	41	0.044952529
ATF4	465	946	4.45889258	61	0.167618575
ATIC	468	938	3.674933747	49	0.077803204
RERE	470	913	3.060184336	27	0.04901071
ATOH1	471	20	0.082193664	1	0.091223448
ATOX1	472	946	4.880152583	4	0.160777755
ATP1A1	473	946	5.261220559	45	0.034183296
ATP1A2	474	946	4.578375598	7	0.006515719
ATP1A3	475	944	4.322032879	6	0.002708629
ATP12A	476	11	0.053500858	5	0.124203273
ATP1A4	477	942	3.902893628	5	0.143451442
ATP1B1	478	749	2.134734005	27	0.057921635
ATP1B2	479	946	5.594723826	2	0.021054463
ATP1B3	480	946	5.855082705	8	0.369565217
FXYD2	483	591	1.598124518	1	0.214835635
ATP2A1	484	945	4.272754916	12	0.02732596
ATP2A2	485	946	4.349703975	36	0.012168142
ATP2A3	486	84	0.335151303	7	0.045330263
ATP2B1	487	946	4.757466714	8	0.004884264
ATP2B2	488	944	4.211152769	9	0.008363202
ATP2B3	489	946	4.394854656	2	0.012366498
ATP2B4	490	946	4.006620696	16	0.159383033
ATP4A	492	476	1.442387674	73	0.013385039
ATP4B	493	67	0.284878668	5	0.084697911
ATP5A1	495	946	5.43381382	114	0.022262443
ALDH7A1	498	946	4.170988813	20	0.123528276
ATP5B	503	946	4.700224674	125	0.043285239
ATP5C1	506	946	4.691555355	66	0.087042532
ATP5D	510	946	5.677211293	20	0.037644836
ATP5E	511	946	7.320815653	14	0.052330174
ATP5F1	512	945	4.166940461	33	0.26702509
ATP5G1	513	945	4.330604553	12	0.199115044
ATP5G2	514	946	6.068649416	2	0.126512651
ATP5G3	515	946	4.484027736	0	0.227956989
ATP5I	518	946	6.309661008	22	0.083188445
ATP5J	519	946	4.02573119	21	0.36346516
ATP6V1A	520	946	5.080592028	77	0.018896736
ATP6V1B1	522	118	0.350171986	81	0.040316407
ATP6V1B2	523	946	4.71420218	92	0.010878011
ATP6V0C	524	946	6.108082008	5	0.059707193
ATP6V1C1	525	942	4.104762405	52	0.017311807
ATP6V1E1	526	946	4.860949185	57	0.012724239
ATP6V0B	530	946	5.379970159	0	0.089496911
ATP6V1G2	531	946	5.050920892	1	0.028386454
ATP6V0A1	532	946	5.28256117	28	0.033226724
ATP6AP1	534	946	4.876472473	8	0.125436699
ATP7A	535	525	1.46355418	6	0.132867133
ATP5O	536	946	6.299219456	26	0.118401294
ATP7B	537	891	2.945572413	8	0.180917623
ATR	542	938	3.45492295	101	0.118100747
ATRX	543	946	4.387887822	25	0.217434211
KIF1A	544	946	4.370284568	8	0.01403378
AUH	546	945	3.9857412	2	0.052086416
AUP1	547	843	2.861248141	31	0.17628866
AVP	548	817	2.550802815	3	0.067567568
AVPR1A	549	86	0.320096528	0	0.103552708
AVPR1B	550	21	0.097366663	0	0.143670796
AVPR2	551	946	5.157620506	0	0.102288022
AXL	555	946	4.078288761	24	0.118946001
AZGP1	560	761	2.156260295	8	0.520555355
AZU1	563	325	0.895250112	3	-
B2M	564	946	5.616270601	28	0.161755583
BAAT	567	877	2.549939066	3	0.378346121
BACH1	568	936	3.182185125	32	0.139529089
BAD	569	946	4.572725591	50	0.259012294
BAG1	570	946	5.103049808	54	0.46177686
BAGE	571	71	0.250112976	0	-
BAI1	572	946	4.136405938	20	0.033713626
BAI2	573	937	4.313665042	9	0.042131633
BAI3	574	908	3.719837471	4	0.022304833
BAK1	575	877	2.96242843	30	0.168167782
NKX3-2	576	17	0.071025913	6	0.087016734
BARD1	577	619	1.750054481	238	0.369977565
BAX	578	946	3.859797679	55	0.186902232
BBS1	579	909	3.30177918	34	0.070606425
BBS2	580	946	4.654095709	24	0.115280945
BBS4	582	944	3.973565944	27	0.158384191
BCAT1	583	932	3.231093471	9	0.096841134
BCAT2	584	929	3.000664136	3	0.089013866
BCHE	587	931	3.191341895	1	0.147406394
BCKDHA	590	946	4.247728598	3	0.043361778
BCKDHB	591	931	3.095990793	3	0.072053444
CCND1	592	943	3.148290966	101	0.033075809
BCL2	593	938	2.982930767	107	0.0982706
BCL2A1	594	864	2.949364653	11	0.384881473
BCL2L1	595	659	1.765512096	84	0.046838407
BCL2L2	596	946	4.509996146	8	0.032800673
BCL3	599	941	3.613804908	49	0.128163921
BCL6	601	944	3.563586447	105	0.046080411
BCL7A	602	937	3.453656391	8	0.056697378
BCL9	604	941	3.294149891	5	0.109266943
TNFRSF17	605	45	0.185379505	8	0.326194145
HCN2	607	946	5.197427543	7	0.019671657
OPN1SW	608	31	0.126476152	0	0.159791576
BCR	610	946	3.727490873	79	0.036790717
BCS1L	614	939	3.527597351	7	0.086979581
BDH1	619	860	3.045789596	3	0.127900797
BDKRB1	620	202	0.63114183	0	0.20187961
BDKRB2	621	511	1.571544757	0	0.093683764
BDNF	624	790	3.000289299	13	0.04320432
CFB	626	535	1.509391318	6	0.169552546
BFSP1	628	910	3.025467858	3	0.297249335
BGLAP	629	941	3.432568153	0	0.178494452
BGN	630	648	1.88535809	20	0.021979287
CEACAM1	631	559	1.464643025	17	0.465016804
BHMT	632	153	0.507482413	5	0.060309084
BICD1	633	933	3.455857126	11	0.058369422
BID	634	935	3.892604669	55	0.362142759
BIK	635	3	0.012472411	0	0.255743617
PRDM1	636	541	1.534358468	16	0.112370724
BLK	637	9	0.037056583	18	0.085577816
BLM	638	890	2.781939552	69	0.277145181
BLMH	639	944	3.59422068	27	0.101418002
CXCR5	640	21	0.083278655	6	0.075792039
BLVRA	641	946	4.568690991	7	0.183442927
BLVRB	642	946	4.254369985	5	0.082415254
BNC1	643	8	0.040355992	3	0.171619294
BMI1	644	945	3.637265598	89	0.033623536
BMP1	645	285	0.800158055	19	0.025162338
BMP2	646	867	2.591828475	0	0.073193737
BMP3	647	298	0.982742703	7	0.170831292
BMP4	648	102	0.348445195	18	0.03690629
BMP5	649	57	0.264986483	0	0.081027668
BMP6	650	746	2.09428691	0	0.063053674
BMP7	651	946	4.369464321	13	0.011185682
BMP8B	652	946	5.357717177	6	0.11208577
BMPR1A	653	890	2.755718932	30	0.02326697
BMPR1B	654	945	3.42014401	0	0.014695341
BMPR2	655	945	4.028527093	52	0.049460432
BMX	656	16	0.064881704	36	0.112102218
POLR3D	657	937	2.865663237	40	0.044278235
BNIP1	658	902	2.87311194	8	0.045176333
BNIP2	659	946	3.854662243	14	0.062237552
BNIP3	660	946	5.705861561	14	0.113508848
BNIP3L	661	946	5.119145782	29	0.041799071
BOK	662	928	3.341144374	4	0.034778748
DST	663	946	3.727040077	44	0.07902656
FOXL2	664	839	2.408768494	6	0.016061453
BPGM	665	942	3.665005561	11	0.073403063
BPHL	666	930	3.079431321	1	0.154829973
BPI	667	5	0.02354885	1	0.393359719
BRCA1	668	622	1.705742508	340	0.66283109
BRAF	669	946	3.789195215	52	0.042537587
BRCA2	671	11	0.049762812	57	0.42293373
BRDT	672	3	0.015484833	5	0.169482289
ZFP36L1	673	946	4.061513605	6	0.023681378
ZFP36L2	674	946	3.920465243	3	0.081541618
BRS3	676	24	0.114792421	0	0.239686841
BSG	678	946	4.254323346	40	0.154872528
BST1	679	84	0.362471243	2	0.258912086
BST2	680	915	2.958398123	10	0.007867502
BTC	681	626	1.841197058	5	0.211519527
BTD	682	839	2.755991264	1	0.156930849
KLF9	683	944	3.980512811	7	0.05214497
KLF5	684	322	0.933935765	29	0.119276757
BTF3	685	946	4.484346944	19	0.086585366
BTF3P11	686	941	4.353770353	0	-
BTG1	690	938	3.524357808	24	0
BTK	691	6	0.024466026	97	0.01762218
BTN1A1	692	15	0.065209855	2	0.317817014
BUB1	695	6	0.023864943	33	0.358192586
BUB1B	697	382	1.053609423	52	0.227913144
BYSL	701	895	3.106501365	73	0.069039451
TSPO	702	931	2.963706697	4	0.153134896
C1QBP	704	946	4.386902827	160	0.115991541
SERPING1	706	926	2.769404633	15	0.292522465
ERC2-IT1	707	930	3.559211607	0	-
C1QA	708	534	1.49598316	31	0.203014857
C1QB	709	860	3.091885069	9	0.150500936
C1QC	710	818	2.429039135	6	0.139247667
C1R	711	811	2.578797619	7	0.185648227
C1S	712	928	3.259945121	6	0.287506722
C2	713	886	2.750866794	6	0.210261979
C3	714	929	3.349771705	30	0.138230729
C3AR1	715	944	4.451247076	3	0.513827919
C4A	716	920	3.116451558	10	0.191272052
C4BPA	718	35	0.145351626	14	0.698669751
C4BPB	721	591	1.799386842	1	-
CAPN5	722	335	0.893620444	2	0.046862796
C5	723	507	1.305946707	9	0.234563582
C5AR1	724	95	0.3838295	7	0.142648523
C6	725	23	0.099767951	9	0.308810173
C7	726	589	1.733373828	3	0.267608059
C8A	727	9	0.04231286	4	0.294839039
C8B	728	16	0.08399037	3	0.230446509
C8G	729	351	0.87725177	2	0.162242179
OSGIN2	730	946	3.474209675	0	0.093492895
C9	731	7	0.028882782	4	0.347154886
MRPL49	736	946	3.483985954	96	0.141810815
ZNHIT2	737	946	4.175474103	7	0.155714687
MPPED2	740	936	3.408373152	6	0.009158558
C11orf9	741	946	5.177579391	0	-
C11orf10	742	946	5.190308804	0	-
DAGLA	743	670	2.056934482	0	0.01853759
C16orf3	746	946	4.679294256	0	-
FMNL1	748	698	2.118667842	40	0.080763583
C18orf1	749	944	3.788840605	0	-
PTTG1IP	750	946	4.784733888	3	0.146684597
C21orf2	751	655	1.855717279	0	0.140815144
TMEM50B	753	945	3.974991192	0	0.012838404
MPPED1	754	913	3.6457738	7	0.009226816
CA1	755	946	4.170589798	3	0.257841062
CA2	756	946	3.88148326	19	0.165997919
CA3	757	15	0.072022459	1	0.074462769
CA4	758	890	3.012869348	6	0.34487112
CA5A	759	368	1.061698069	1	0.182336743
CA6	761	13	0.065450595	1	0.330542376
CA7	762	602	1.657055933	0	0.048701299
CA8	763	939	3.904427333	3	0.009014085
CA9	764	52	0.209616745	30	0.354342327
CA11	766	922	4.569338404	1	0.030193494
CA12	767	914	3.043967188	11	0.20625
CACNA1A	769	944	2.960295523	94	0.04835663
CACNA1B	770	943	3.405729827	13	0.047790055
CACNA1C	771	946	4.135020552	20	0.049086758
CACNA1D	772	718	1.880983559	5	0.044343241
CACNA1E	773	946	4.168058947	3	0.033304868
CACNA1F	774	504	1.484503824	2	0.076269621
CACNA1S	775	32	0.133546803	7	0.058179637
DDR1	776	946	4.091430101	19	0.051763553
CACNA2D1	777	942	3.952990187	2	0.038953135
CACNB1	778	946	4.225757073	7	0.021716379
CACNB2	779	921	3.518865442	3	0.071585903
CACNB3	780	946	3.79489947	6	0.010172365
CACNB4	781	942	4.00160618	11	0.016820858
CACNG1	782	911	2.902913185	0	0.045801946
SLC25A20	784	721	2.109092547	4	0.097043215
CAD	786	751	2.281308347	86	0.047869117
CALB1	789	867	3.672467966	8	0.018883415
CALB2	790	946	4.422400556	3	0.010598923
S100G	791	18	0.085898856	1	0.08583019
CALCA	792	946	3.523072448	0	0.390305408
CALCB	793	116	0.480991081	0	0.210781434
CALCR	795	125	0.498288882	0	0.161132346
CALD1	796	944	3.940144537	9	0.09474359
CALM1	797	946	4.9835843	477	0
CALM2	801	946	5.527966675	33	0
CALM3	804	946	4.896064437	14	0
CALML3	806	940	3.723407461	7	0.013803804
CALR	807	946	4.191729276	108	0.032878821
CALU	809	942	4.0227347	55	0.080857053
CAMK4	810	867	3.566694769	15	0.25132626
CAMK2A	811	797	3.592070605	62	0.002101822
CAMK2B	812	946	4.665423386	21	0.011160195
CAMK2D	813	946	4.334055664	38	0.002220742
CAMK2G	814	945	4.502569892	34	0.003323486
CAMLG	815	946	4.68903157	5	0.100857055
CAMP	816	23	0.103369364	7	0.53267202
CANX	817	946	3.896112559	98	0.062374245
CAPG	818	946	4.214674683	2	0.06532567
CAPN1	819	909	2.95427896	89	0.058543766
CAPN2	820	946	4.977736237	45	0.047682709
CAPN3	821	940	3.763458563	21	0.068705674
CAPNS1	822	945	4.532170433	51	0.048227987
CAPN6	823	8	0.041014092	2	0.053149145
CAPS	824	896	2.981745693	0	-
CAPZA1	825	946	4.332737019	61	0.056279809
CAPZA2	826	941	3.613517653	32	0.026521591
CAST	827	945	4.511129568	29	0.352191374
CAPZB	828	945	3.913384647	60	0.088378566
CARS	829	720	1.999564821	33	0.085663488
CASP1	830	746	2.04764752	37	0.344545698
CASP2	831	930	2.993442755	30	0.125565146
CASP3	832	946	3.518708128	178	0.094879326
CASP4	833	946	3.431678616	50	0.326908582
CASP5	834	491	1.299150219	3	0.448702253
CASP6	835	822	2.254890614	48	0.082676056
CASP7	836	736	2.18808921	89	0.17117014
CASP8	837	946	5.270722573	125	0.370601776
CASP9	838	946	4.045009561	48	0.229278422
CASP10	839	822	2.267141149	40	-
CASQ1	840	619	2.059972573	0	0.058795525
CASQ2	841	160	0.602419245	5	0.111886949
CASR	842	55	0.214003903	9	0.042415923
